Date,Close,High,Low,Open,Volume,Ticker
2018-07-12,139.91580200195312,140.45492414598212,131.41114793050093,134.10675865064584,1171750,ATRL.KA
2018-07-13,136.7888946533203,141.85664008623587,135.7982482634388,140.03711093762675,846125,ATRL.KA
2018-07-16,132.2063446044922,137.469530104098,131.08092736996772,137.469530104098,441625,ATRL.KA
2018-07-17,134.9423828125,136.12845649803526,131.0741823140045,132.07155106562112,657500,ATRL.KA
2018-07-18,141.08164978027344,141.51969051661862,134.84804950613454,135.4612988248067,1142625,ATRL.KA
2018-07-19,148.1306915283203,148.1306915283203,139.70015203155347,142.1935999154955,2073250,ATRL.KA
2018-07-20,146.81654357910156,150.81952758412837,145.59678045599077,148.9326068870214,1850625,ATRL.KA
2018-07-23,144.58595275878906,147.1130901382974,141.69490183818047,146.91091452060996,2459250,ATRL.KA
2018-07-24,150.988037109375,151.62824060906436,145.2261541974298,145.2261541974298,1308375,ATRL.KA
2018-07-25,150.988037109375,150.988037109375,150.988037109375,150.988037109375,0,ATRL.KA
2018-07-26,147.24786376953125,155.8064381918283,144.88919980659398,154.66080214432645,1694000,ATRL.KA
2018-07-27,149.4784698486328,152.97603430659805,144.99027198759896,147.5848008969385,1304375,ATRL.KA
2018-07-30,156.3725128173828,156.95207259258325,151.3586632959429,151.62823076484892,2219000,ATRL.KA
2018-07-31,155.04490661621094,160.28113727831047,152.97602917139665,155.67163935889653,4039125,ATRL.KA
2018-08-01,158.7176971435547,159.37811946345622,153.14451940908955,156.34556248579867,2021000,ATRL.KA
2018-08-02,153.99363708496094,160.3889751894887,152.9760494067199,159.02769282876017,1053375,ATRL.KA
2018-08-03,152.32911682128906,155.132557279862,151.12282404281572,152.9895392379411,583875,ATRL.KA
2018-08-06,153.27931213378906,154.31038336616132,150.29391515025986,151.15651312738748,340625,ATRL.KA
2018-08-07,151.02171325683594,154.4586212823399,150.61737491668373,154.32383755106113,472750,ATRL.KA
2018-08-08,150.0445556640625,153.30625523442205,149.62673379488854,151.62823242703502,986500,ATRL.KA
2018-08-09,149.4784698486328,151.4934390134419,148.9326124627743,150.95431695784433,467500,ATRL.KA
2018-08-10,142.50357055664062,151.6282205337365,142.09248405040233,150.2736736573559,1675625,ATRL.KA
2018-08-13,138.39952087402344,142.44967845098046,136.20259474417026,142.44967845098046,766750,ATRL.KA
2018-08-14,138.39952087402344,138.39952087402344,138.39952087402344,138.39952087402344,0,ATRL.KA
2018-08-15,145.28680419921875,145.31375837590934,144.24899770136574,145.31375837590934,2507375,ATRL.KA
2018-08-16,142.7664031982422,145.82592721134955,140.8457799198472,144.88920208361526,644000,ATRL.KA
2018-08-17,146.34481811523438,148.2587059013452,143.3729050679505,143.3729050679505,1138250,ATRL.KA
2018-08-20,145.3137664794922,148.25872574638515,144.7544255074952,148.25872574638515,630875,ATRL.KA
2018-08-21,145.3137664794922,145.3137664794922,145.3137664794922,145.3137664794922,0,ATRL.KA
2018-08-22,145.3137664794922,145.3137664794922,145.3137664794922,145.3137664794922,0,ATRL.KA
2018-08-23,145.3137664794922,145.3137664794922,145.3137664794922,145.3137664794922,0,ATRL.KA
2018-08-24,144.9228973388672,146.0348439408189,142.5305437363281,146.0348439408189,180750,ATRL.KA
2018-08-27,150.4219512939453,152.167366102183,144.88921090571762,145.22615741751252,3318500,ATRL.KA
2018-08-28,148.1374053955078,151.5540944509001,147.5847998297008,150.94084520581606,670125,ATRL.KA
2018-08-29,146.43243408203125,149.9232504630944,146.2370066690028,149.2628281741308,409000,ATRL.KA
2018-08-30,147.80718994140625,149.4380267092392,145.76525382266175,146.43915958100024,776250,ATRL.KA
2018-08-31,145.2531280517578,148.93263700898876,144.5522679786009,148.2587311150016,360250,ATRL.KA
2018-09-03,139.45753479003906,142.29466417475933,137.99515831601477,142.1935828043598,1448500,ATRL.KA
2018-09-04,140.60317993164062,141.519686216289,139.53840639325233,140.1651392086061,172000,ATRL.KA
2018-09-05,141.16925048828125,144.5522502049981,139.51144656316333,140.77164747362204,326500,ATRL.KA
2018-09-06,138.93862915039062,142.19358032814924,137.81321202010312,141.1759798967613,229875,ATRL.KA
2018-09-07,136.8899688720703,139.82144448657203,134.94912674192457,139.79449030963298,325500,ATRL.KA
2018-09-10,136.98431396484375,138.47364470010413,135.1243472321446,138.01538513427488,232250,ATRL.KA
2018-09-11,139.0397186279297,139.82818933961465,137.550387917788,138.0827746741259,292000,ATRL.KA
2018-09-12,137.07192993164062,139.8281970556235,136.16215894957443,139.8281970556235,143000,ATRL.KA
2018-09-13,139.2351531982422,140.07079697479114,134.78065720768433,135.4545630644598,177500,ATRL.KA
2018-09-14,139.3429718017578,141.51294360548167,138.8240685745744,139.49797437833956,512000,ATRL.KA
2018-09-17,136.97926330566406,140.6773069687183,135.62303246684817,140.6773069687183,192500,ATRL.KA
2018-09-18,142.34519958496094,143.62561926186936,134.99123452618514,136.88658727304266,413400,ATRL.KA
2018-09-19,142.6400604248047,145.71473912506332,140.7783968814489,142.36207376790438,369300,ATRL.KA
2018-09-20,142.6400604248047,142.6400604248047,142.6400604248047,142.6400604248047,0,ATRL.KA
2018-09-21,142.6400604248047,142.6400604248047,142.6400604248047,142.6400604248047,0,ATRL.KA
2018-09-24,137.9901123046875,143.6172111315332,137.3246385002915,143.6172111315332,390100,ATRL.KA
2018-09-25,138.4702911376953,139.4558732174618,137.39204683571046,137.77111488889977,217600,ATRL.KA
2018-09-26,137.67845153808594,138.99256096700242,137.56051897020075,138.1586009738735,85700,ATRL.KA
2018-09-27,131.10787963867188,137.89745297421624,130.79620349191433,137.30779018831626,514500,ATRL.KA
2018-09-28,127.51091766357422,131.6554212089409,126.44952464646188,131.6554212089409,745800,ATRL.KA
2018-10-01,122.7683334350586,127.62043237526694,122.14496827995846,127.20766199306328,332500,ATRL.KA
2018-10-02,123.1389617919922,125.43023380712498,121.72377117577231,124.41096236766084,300200,ATRL.KA
2018-10-03,120.99933624267578,122.68409448211916,120.46021412020131,122.1449723596447,232800,ATRL.KA
2018-10-04,115.0858383178711,120.93195182572344,114.95106741920824,120.93195182572344,437200,ATRL.KA
2018-10-05,109.526123046875,113.84751865006672,109.3323666189186,113.8054099822954,400100,ATRL.KA
2018-10-08,104.0506591796875,108.24570974711384,104.0506591796875,107.8329393783393,531300,ATRL.KA
2018-10-09,103.09034729003906,109.24814260328134,98.85318163663236,103.6041990319872,3258600,ATRL.KA
2018-10-10,108.05197143554688,108.23729586700716,97.9434157451339,101.84363511584073,3015400,ATRL.KA
2018-10-11,109.93889617919922,112.45761441783176,105.929176127658,108.20359721930402,1657100,ATRL.KA
2018-10-12,108.85223388671876,111.94376379908545,104.44658814101936,110.3516677329634,2208700,ATRL.KA
2018-10-15,112.57553100585938,113.123072223919,108.88590680844212,110.7728404286208,1363700,ATRL.KA
2018-10-16,117.57928466796876,118.20264987355108,112.87880741381676,112.87880741381676,1614400,ATRL.KA
2018-10-17,123.45066833496094,123.45066833496094,118.77546143129,118.77546143129,496600,ATRL.KA
2018-10-18,129.6168670654297,129.6168670654297,124.50363264936432,128.46281181996395,619700,ATRL.KA
2018-10-19,136.0947723388672,136.0947723388672,130.98995678691227,131.41114635857437,1313000,ATRL.KA
2018-10-22,138.78196716308594,140.67732028063946,134.88174752356295,139.00098111823183,929000,ATRL.KA
2018-10-23,133.60133361816406,138.14175656233542,132.2535218842391,138.14175656233542,644500,ATRL.KA
2018-10-24,140.2813720703125,140.2813720703125,136.8865857714746,138.3186274826549,967800,ATRL.KA
2018-10-25,147.24786376953125,147.2899852937003,142.27781955232692,142.31994107649598,1501600,ATRL.KA
2018-10-26,154.52601623535156,154.6102464288206,143.87834547159034,149.94347210978876,1138100,ATRL.KA
2018-10-29,162.25064086914062,162.25064086914062,156.7077847836536,157.34798827983974,1470100,ATRL.KA
2018-10-30,164.8535919189453,167.5407833798379,158.36727523791663,162.4949278021116,1112000,ATRL.KA
2018-10-31,162.5707244873047,166.53832229748346,160.47319619320146,162.20007567835313,772200,ATRL.KA
2018-11-01,157.6343994140625,163.42153950927906,154.5934104585311,160.5574558139923,1329400,ATRL.KA
2018-11-02,164.89569091796875,165.5106239951576,155.84011657636893,156.68249558488986,2029800,ATRL.KA
2018-11-05,172.40972900390625,173.1341755446812,157.95450055050014,164.2639246422922,2290900,ATRL.KA
2018-11-06,172.5697784423828,177.40503897768582,167.6418556943475,173.61433312648472,1923200,ATRL.KA
2018-11-07,176.6132049560547,181.1788981295418,174.38932464915902,176.3604886556537,2142500,ATRL.KA
2018-11-08,176.1414794921875,178.50013075004267,171.92958388360995,176.95015625097062,1614400,ATRL.KA
2018-11-09,179.51939392089844,182.1644635362485,175.21483660365175,176.469985973956,1500400,ATRL.KA
2018-11-12,181.52427673339844,182.79626454600023,175.9729887002746,180.26912724812925,1583900,ATRL.KA
2018-11-13,187.6736297607422,189.01302226804972,180.05852852573136,182.37507099799225,1694200,ATRL.KA
2018-11-14,189.8722381591797,192.8963888039753,187.943195735127,188.9877504143293,730300,ATRL.KA
2018-11-15,187.7578887939453,191.6412572012701,187.00817186233832,188.70134933160287,913500,ATRL.KA
2018-11-16,178.373779296875,187.85054443071127,178.373779296875,187.76630137693644,2894000,ATRL.KA
2018-11-19,177.25338745117188,178.15473914999214,174.37245281664326,176.81534677260112,2026500,ATRL.KA
2018-11-20,173.10047912597656,180.89248549666377,170.16057155446654,177.32079362482776,1646300,ATRL.KA
2018-11-21,173.10047912597656,173.10047912597656,173.10047912597656,173.10047912597656,0,ATRL.KA
2018-11-22,172.6287384033203,176.0572274229034,169.41085700706654,173.3616169421892,2355300,ATRL.KA
2018-11-23,174.7936553955078,176.89960305087538,173.11731643450884,173.5300868022873,1566000,ATRL.KA
2018-11-26,174.96214294433594,177.2365640273817,171.42415316474415,176.05723838541292,841800,ATRL.KA
2018-11-27,175.130615234375,176.4784269780683,172.77196396343984,175.21485828848787,803000,ATRL.KA
2018-11-28,169.82362365722656,174.3724654402819,168.98124459712858,173.53850554345854,828900,ATRL.KA
2018-11-29,172.58663940429688,174.28823598373194,170.22797528135789,170.22797528135789,564800,ATRL.KA
2018-11-30,163.9606475830078,172.26650501370852,163.9606475830078,171.4241260160865,655600,ATRL.KA
2018-12-03,155.76431274414062,159.2012208000745,155.76431274414062,155.76431274414062,199200,ATRL.KA
2018-12-04,149.05055236816406,153.3129883390221,147.9807273669865,151.6366493886482,685600,ATRL.KA
2018-12-05,141.9071807861328,151.03013461001734,141.60392381320008,149.05055154960115,1612600,ATRL.KA
2018-12-06,138.2765350341797,148.67992288152877,136.4654249677488,146.5739749653598,1383300,ATRL.KA
2018-12-07,139.67486572265625,141.22484006201557,135.73253800902268,138.9925407609646,429600,ATRL.KA
2018-12-10,146.0348358154297,146.65820095338688,140.88789919323642,141.6039265428672,1143900,ATRL.KA
2018-12-11,143.6846160888672,146.3549564203977,142.19360141193872,146.3549564203977,561200,ATRL.KA
2018-12-12,142.55581665039062,143.83623652773682,138.99255652753484,141.51969391894457,379500,ATRL.KA
2018-12-13,139.152587890625,144.45957811651286,135.70726089462514,143.4992665787757,449200,ATRL.KA
2018-12-14,140.47512817382812,142.9601566971415,137.30778751851875,139.83492471211113,615600,ATRL.KA
2018-12-17,140.60150146484375,141.3933398911965,137.72898559177605,139.91917643685028,279600,ATRL.KA
2018-12-18,141.39334106445312,144.2574249437602,139.8349345440245,140.67731366778366,676200,ATRL.KA
2018-12-19,142.22727966308594,144.04682154645172,141.7724006190868,141.98299538742955,466600,ATRL.KA
2018-12-20,145.99270629882812,149.00842474111667,142.37047393218637,142.37047393218637,1235500,ATRL.KA
2018-12-21,146.02642822265625,148.25872778937432,142.87592562980527,146.5823886830654,1095200,ATRL.KA
2018-12-24,145.88320922851562,146.56554710998938,144.0468289242791,144.80496498766962,246600,ATRL.KA
2018-12-25,145.88320922851562,145.88320922851562,145.88320922851562,145.88320922851562,0,ATRL.KA
2018-12-26,144.9313201904297,148.25871491465233,144.4680091355845,146.5739567906222,662100,ATRL.KA
2018-12-27,137.68685913085938,146.06852847159922,137.68685913085938,146.06852847159922,919600,ATRL.KA
2018-12-28,130.80462646484375,134.78065687082798,130.80462646484375,133.55920973867313,220500,ATRL.KA
2018-12-31,124.26776123046876,124.672099576008,124.26776123046874,124.26776123046874,460100,ATRL.KA
2019-01-01,123.23162841796876,127.62042902555798,119.6178278655395,124.24249358428712,998300,ATRL.KA
2019-01-02,117.0738525390625,123.82973702906824,117.0738525390625,123.4085474473367,1375900,ATRL.KA
2019-01-03,111.2277374267578,114.14237494442918,111.2277374267578,113.94019932089076,660800,ATRL.KA
2019-01-04,111.2951202392578,113.69590576526429,106.98214345110118,108.66690161568546,2064200,ATRL.KA
2019-01-07,112.51659393310548,114.90051571589645,111.2782955026087,112.88722997748437,1828100,ATRL.KA
2019-01-08,117.2001953125,118.1352365240616,111.202448044437,113.29997639839507,2731300,ATRL.KA
2019-01-09,116.33255767822266,121.1341159290604,114.98474599034176,120.04743970295628,1897200,ATRL.KA
2019-01-10,110.5201416015625,115.77659211025482,110.5201416015625,115.41436239284673,999100,ATRL.KA
2019-01-11,110.562255859375,113.20732569493,106.9821447172619,107.8245238095238,1574300,ATRL.KA
2019-01-14,111.9353485107422,112.87880907038978,111.530997253448,112.12067295691384,456000,ATRL.KA
2019-01-15,110.20845794677734,112.289135328498,109.9725928297445,112.03641903062427,338500,ATRL.KA
2019-01-16,108.04354095458984,110.43590741645662,107.4033374527862,110.20846145576004,411900,ATRL.KA
2019-01-17,112.11222839355467,113.27471563424334,107.82452197190015,108.06038708541892,909000,ATRL.KA
2019-01-18,109.81253814697266,112.45760796242844,109.25656486542012,111.78370212300278,460500,ATRL.KA
2019-01-21,104.32865142822266,110.75600172016854,104.32865142822266,109.50928423711628,1196800,ATRL.KA
2019-01-22,108.29625701904295,109.0880954441072,99.48497224319566,101.29608862667098,2496100,ATRL.KA
2019-01-23,106.61992645263672,109.8883551702894,104.96043853473036,108.67532716393292,927400,ATRL.KA
2019-01-24,109.77042388916016,111.01714141973994,106.98215098695596,108.24571969940033,1527800,ATRL.KA
