City,Month,Hour,GHI,Temperature,Humidity
Karachi,7,22,0.0008064516129032258,29.280645161290323,81.29543010752688
Karachi,7,23,0.0,29.12150537634409,81.90295698924731
Karachi,8,0,0.0,27.75967741935484,83.24623655913977
Karachi,8,1,0.0,27.618279569892472,83.73924731182795
Karachi,8,2,0.002150537634408602,27.516129032258064,83.98763440860215
Karachi,8,3,0.001075268817204301,27.441666666666666,84.05913978494624
Karachi,8,4,0.0008064516129032259,27.35994623655914,84.4728494623656
Karachi,8,5,0.0,27.304301075268818,84.93118279569893
Karachi,8,6,12.55510752688172,27.296236559139786,85.15376344086022
Karachi,8,7,88.26155913978495,27.616666666666667,83.99435483870968
Karachi,8,8,201.4271505376344,28.226881720430107,81.04569892473118
Karachi,8,9,327.2424731182796,28.990591397849464,77.4752688172043
Karachi,8,10,418.5637096774194,29.63279569892473,75.01344086021506
Karachi,8,11,512.3260752688171,30.209408602150535,72.78629032258064
Karachi,8,12,579.8034946236559,30.683870967741935,70.85752688172043
Karachi,8,13,581.5798387096775,30.734139784946237,70.52768817204301
Karachi,8,14,539.1583333333333,30.74220430107527,70.6260752688172
Karachi,8,15,443.55322580645156,30.596774193548388,70.97311827956989
Karachi,8,16,323.960752688172,30.211021505376344,72.18279569892474
Karachi,8,17,166.66263440860214,29.641935483870967,74.40430107526882
Karachi,8,18,49.44086021505376,28.975,77.62150537634409
Karachi,8,19,1.564247311827957,28.444086021505377,80.02661290322581
Karachi,8,20,0.0,28.232526881720432,81.1462365591398
Karachi,8,21,0.0,28.094086021505376,82.01881720430107
Karachi,8,22,0.0,27.962903225806453,82.43602150537635
Karachi,8,23,0.0,27.85940860215054,82.64489247311829
Karachi,9,0,0.0,27.329444444444444,80.74583333333334
Karachi,9,1,0.0,27.143333333333334,81.45833333333333
Karachi,9,2,0.0,26.966111111111108,82.07972222222223
Karachi,9,3,0.0,26.828888888888887,82.5225
Karachi,9,4,0.0,26.731666666666666,82.83444444444444
Karachi,9,5,0.0,26.610833333333332,83.18833333333333
Karachi,9,6,10.179722222222221,26.559166666666666,83.13166666666667
Karachi,9,7,121.24444444444444,27.153611111111108,80.50194444444445
Karachi,9,8,296.2463888888889,28.21138888888889,75.2775
Karachi,9,9,466.48138888888883,29.310555555555553,69.92999999999999
Karachi,9,10,641.2583333333333,30.455555555555556,65.28666666666666
Karachi,9,11,739.4530555555555,31.33388888888889,62.080555555555556
Karachi,9,12,805.2886111111112,31.868611111111115,60.070277777777775
Karachi,9,13,802.7247222222223,32.21027777777778,59.12555555555556
Karachi,9,14,715.6225000000001,32.07805555555556,60.07555555555556
Karachi,9,15,567.6616666666667,31.720277777777774,61.14861111111111
Karachi,9,16,369.1338888888889,31.079444444444444,63.54555555555556
Karachi,9,17,165.96166666666664,30.230555555555554,66.91916666666667
Karachi,9,18,24.48777777777778,29.12638888888889,71.43277777777777
Karachi,9,19,0.0022222222222222222,28.468333333333334,74.68694444444444
Karachi,9,20,0.0,28.16,76.50555555555556
Karachi,9,21,0.0,27.929166666666667,77.91166666666666
Karachi,9,22,0.0,27.708333333333332,78.87055555555555
Karachi,9,23,0.0,27.53527777777778,79.33638888888889
Karachi,10,0,0.0,26.874193548387098,76.81397849462365
Karachi,10,1,0.0,26.55,78.2483870967742
Karachi,10,2,0.0,26.28333333333333,79.33306451612904
Karachi,10,3,0.0,26.005645161290325,80.1497311827957
Karachi,10,4,0.0,25.747311827956988,80.68252688172043
Karachi,10,5,0.0,25.576075268817203,80.74301075268818
Karachi,10,6,3.742741935483871,25.43467741935484,81.20241935483871
Karachi,10,7,98.01612903225806,26.004032258064516,79.63118279569892
Karachi,10,8,289.9489247311828,27.450537634408605,73.83279569892473
Karachi,10,9,494.21639784946234,29.141129032258064,66.11881720430108
Karachi,10,10,660.655376344086,30.705913978494625,58.98521505376344
Karachi,10,11,756.9599462365591,32.056720430107525,53.347043010752685
Karachi,10,12,798.2327956989246,32.84758064516129,50.54704301075269
Karachi,10,13,762.8905913978494,33.16209677419354,49.35752688172043
Karachi,10,14,651.3610215053764,33.038440860215054,50.097043010752685
Karachi,10,15,488.1193548387097,32.64731182795699,51.91586021505377
Karachi,10,16,281.9284946236559,31.962096774193547,54.20940860215054
Karachi,10,17,83.8529569892473,30.68790322580645,58.58387096774194
Karachi,10,18,2.4137096774193547,29.381720430107528,63.85591397849463
Karachi,10,19,0.0,28.646505376344088,67.99220430107526
Karachi,10,20,0.0,28.175,70.23736559139785
Karachi,10,21,0.0,27.802419354838708,71.44919354838709
Karachi,10,22,0.0,27.43790322580645,73.197311827957
Karachi,10,23,0.0,27.10645161290323,74.7518817204301
Karachi,11,0,0.0,22.995277777777776,54.97
Karachi,11,1,0.0,22.323055555555555,56.01694444444444
Karachi,11,2,0.0,21.831666666666667,56.715555555555554
Karachi,11,3,0.0,21.31861111111111,57.6725
Karachi,11,4,0.0,20.79361111111111,58.59916666666667
Karachi,11,5,0.0,20.378888888888888,59.27444444444444
Karachi,11,6,0.24888888888888888,19.995,59.99583333333333
Karachi,11,7,54.221944444444446,20.161666666666665,58.724722222222226
Karachi,11,8,226.66611111111112,22.174166666666665,53.436388888888885
Karachi,11,9,416.66583333333335,25.173055555555553,46.18805555555556
Karachi,11,10,575.0691666666667,27.679444444444446,39.54
Karachi,11,11,674.5208333333334,29.4925,33.62861111111111
Karachi,11,12,703.3361111111111,30.693055555555556,29.262777777777778
Karachi,11,13,658.9527777777778,31.4225,27.35972222222222
Karachi,11,14,547.6691666666667,31.715,26.96472222222222
Karachi,11,15,380.4938888888889,31.315555555555555,29.595000000000002
Karachi,11,16,191.7936111111111,30.37611111111111,32.338055555555556
Karachi,11,17,36.470555555555556,28.833333333333332,36.61277777777778
Karachi,11,18,0.0,27.41611111111111,41.39777777777778
Karachi,11,19,0.0,26.520555555555553,44.99055555555556
Karachi,11,20,0.0,25.735555555555553,47.96222222222222
Karachi,11,21,0.0,24.99972222222222,51.073055555555555
Karachi,11,22,0.0,24.247222222222224,52.8
Karachi,11,23,0.0,23.572222222222223,54.15833333333333
Karachi,12,0,0.0,19.592473118279568,60.47338709677419
